[Arguments] => mode: train, epoches: 10, batch: 8, load: None, save: first


Train[01/10]: 193/512, [==================>                               ],  37.70%, loss=0.9942, total=338.9283
Train[01/10]: 194/512, [==================>                               ],  37.89%, loss=1.0204, total=339.9487
Train[01/10]: 195/512, [===================>                              ],  38.09%, loss=1.1056, total=341.0543
Train[01/10]: 196/512, [===================>                              ],  38.28%, loss=0.7098, total=341.7641
Train[01/10]: 197/512, [===================>                              ],  38.48%, loss=2.0407, total=343.8048
Train[01/10]: 198/512, [===================>                              ],  38.67%, loss=0.8992, total=344.7039
Train[01/10]: 199/512, [===================>                              ],  38.87%, loss=1.0075, total=345.7114
Train[01/10]: 200/512, [===================>                              ],  39.06%, loss=1.0388, total=346.7502
Train[01/10]: 201/512, [===================>                              ],  39.26%, loss=1.1365, total=347.8867
Train[01/10]: 202/512, [===================>                              ],  39.45%, loss=0.8662, total=348.7529
Train[01/10]: 203/512, [===================>                              ],  39.65%, loss=0.7980, total=349.5509
Train[01/10]: 204/512, [===================>                              ],  39.84%, loss=1.3362, total=350.8871
Train[01/10]: 205/512, [====================>                             ],  40.04%, loss=0.9751, total=351.8622
Train[01/10]: 206/512, [====================>                             ],  40.23%, loss=0.9947, total=352.8569
Train[01/10]: 207/512, [====================>                             ],  40.43%, loss=1.2482, total=354.1051
Train[01/10]: 208/512, [====================>                             ],  40.62%, loss=0.7500, total=354.8551
Train[01/10]: 209/512, [====================>                             ],  40.82%, loss=0.8955, total=355.7506
Train[01/10]: 210/512, [====================>                             ],  41.02%, loss=0.9641, total=356.7148
Train[01/10]: 211/512, [====================>                             ],  41.21%, loss=0.9001, total=357.6149
Train[01/10]: 212/512, [====================>                             ],  41.41%, loss=0.8095, total=358.4244
Train[01/10]: 213/512, [====================>                             ],  41.60%, loss=0.8355, total=359.2599
Train[01/10]: 214/512, [====================>                             ],  41.80%, loss=0.8449, total=360.1047
Train[01/10]: 215/512, [====================>                             ],  41.99%, loss=0.7487, total=360.8534
Train[01/10]: 216/512, [=====================>                            ],  42.19%, loss=0.9120, total=361.7654
Train[01/10]: 217/512, [=====================>                            ],  42.38%, loss=0.8353, total=362.6007
Train[01/10]: 218/512, [=====================>                            ],  42.58%, loss=0.8755, total=363.4762
Train[01/10]: 219/512, [=====================>                            ],  42.77%, loss=0.7003, total=364.1765
Train[01/10]: 220/512, [=====================>                            ],  42.97%, loss=1.2420, total=365.4185
Train[01/10]: 221/512, [=====================>                            ],  43.16%, loss=0.9049, total=366.3234
Train[01/10]: 222/512, [=====================>                            ],  43.36%, loss=0.7490, total=367.0724
Train[01/10]: 223/512, [=====================>                            ],  43.55%, loss=0.7268, total=367.7992
Train[01/10]: 224/512, [=====================>                            ],  43.75%, loss=0.7079, total=368.5071
Train[01/10]: 225/512, [=====================>                            ],  43.95%, loss=0.7397, total=369.2468
Train[01/10]: 226/512, [======================>                           ],  44.14%, loss=0.7595, total=370.0063
Train[01/10]: 227/512, [======================>                           ],  44.34%, loss=0.8224, total=370.8287
Train[01/10]: 228/512, [======================>                           ],  44.53%, loss=0.7893, total=371.6180
Train[01/10]: 229/512, [======================>                           ],  44.73%, loss=1.0837, total=372.7017
Train[01/10]: 230/512, [======================>                           ],  44.92%, loss=0.9383, total=373.6401
Train[01/10]: 231/512, [======================>                           ],  45.12%, loss=0.9115, total=374.5515
Train[01/10]: 232/512, [======================>                           ],  45.31%, loss=0.9049, total=375.4564
Train[01/10]: 233/512, [======================>                           ],  45.51%, loss=0.8948, total=376.3513
Train[01/10]: 234/512, [======================>                           ],  45.70%, loss=1.0291, total=377.3804
Train[01/10]: 235/512, [======================>                           ],  45.90%, loss=0.7878, total=378.1682
Train[01/10]: 236/512, [=======================>                          ],  46.09%, loss=0.8385, total=379.0068
Train[01/10]: 237/512, [=======================>                          ],  46.29%, loss=0.6950, total=379.7017
Train[01/10]: 238/512, [=======================>                          ],  46.48%, loss=0.6737, total=380.3754
Train[01/10]: 239/512, [=======================>                          ],  46.68%, loss=0.7534, total=381.1289
Train[01/10]: 240/512, [=======================>                          ],  46.88%, loss=0.7793, total=381.9082
Train[01/10]: 241/512, [=======================>                          ],  47.07%, loss=0.5971, total=382.5053
Train[01/10]: 242/512, [=======================>                          ],  47.27%, loss=0.7307, total=383.2360
Train[01/10]: 243/512, [=======================>                          ],  47.46%, loss=0.9039, total=384.1399
Train[01/10]: 244/512, [=======================>                          ],  47.66%, loss=0.6653, total=384.8053
Train[01/10]: 245/512, [=======================>                          ],  47.85%, loss=0.7468, total=385.5520
Train[01/10]: 246/512, [========================>                         ],  48.05%, loss=0.7921, total=386.3441
Train[01/10]: 247/512, [========================>                         ],  48.24%, loss=0.8031, total=387.1473
Train[01/10]: 248/512, [========================>                         ],  48.44%, loss=0.6803, total=387.8275
Train[01/10]: 249/512, [========================>                         ],  48.63%, loss=0.6289, total=388.4564
Train[01/10]: 250/512, [========================>                         ],  48.83%, loss=1.1006, total=389.5570
Train[01/10]: 251/512, [========================>                         ],  49.02%, loss=1.0792, total=390.6362
Train[01/10]: 252/512, [========================>                         ],  49.22%, loss=0.6591, total=391.2953
Train[01/10]: 253/512, [========================>                         ],  49.41%, loss=0.7458, total=392.0411
Train[01/10]: 254/512, [========================>                         ],  49.61%, loss=0.8813, total=392.9225
Train[01/10]: 255/512, [========================>                         ],  49.80%, loss=0.6287, total=393.5511
Train[01/10]: 256/512, [=========================                         ],  50.00%, loss=1.4551, total=395.0062
Train[01/10]: 257/512, [=========================>                        ],  50.20%, loss=0.9194, total=395.9256
Train[01/10]: 258/512, [=========================>                        ],  50.39%, loss=1.0223, total=396.9479
Train[01/10]: 259/512, [=========================>                        ],  50.59%, loss=1.7309, total=398.6788
Train[01/10]: 260/512, [=========================>                        ],  50.78%, loss=0.8345, total=399.5133
Train[01/10]: 261/512, [=========================>                        ],  50.98%, loss=1.2120, total=400.7253
Train[01/10]: 262/512, [=========================>                        ],  51.17%, loss=1.2331, total=401.9584
Train[01/10]: 263/512, [=========================>                        ],  51.37%, loss=0.8109, total=402.7693
Train[01/10]: 264/512, [=========================>                        ],  51.56%, loss=0.7290, total=403.4983
Train[01/10]: 265/512, [=========================>                        ],  51.76%, loss=1.2206, total=404.7189
Train[01/10]: 266/512, [=========================>                        ],  51.95%, loss=1.2227, total=405.9416
Train[01/10]: 267/512, [==========================>                       ],  52.15%, loss=1.0233, total=406.9649
