[Arguments] => mode: train, epoches: 20, batch: 8, load: first, save: second
Train[13/20]: 307/512, [=============================>                    ],  59.96%, loss=0.1698, total=46.7885
Train[13/20]: 308/512, [==============================>                   ],  60.16%, loss=0.1765, total=46.9650
Train[13/20]: 309/512, [==============================>                   ],  60.35%, loss=0.1910, total=47.1560
Train[13/20]: 310/512, [==============================>                   ],  60.55%, loss=0.1486, total=47.3046
Train[13/20]: 311/512, [==============================>                   ],  60.74%, loss=0.1347, total=47.4393
Train[13/20]: 312/512, [==============================>                   ],  60.94%, loss=0.1496, total=47.5889
Train[13/20]: 313/512, [==============================>                   ],  61.13%, loss=0.1324, total=47.7213
Train[13/20]: 314/512, [==============================>                   ],  61.33%, loss=0.1778, total=47.8991
Train[13/20]: 315/512, [==============================>                   ],  61.52%, loss=0.1339, total=48.0330
Train[13/20]: 316/512, [==============================>                   ],  61.72%, loss=0.1781, total=48.2112
Train[13/20]: 317/512, [==============================>                   ],  61.91%, loss=0.1706, total=48.3818
Train[13/20]: 318/512, [===============================>                  ],  62.11%, loss=0.1651, total=48.5469
Train[13/20]: 319/512, [===============================>                  ],  62.30%, loss=0.1488, total=48.6957
Train[13/20]: 320/512, [===============================>                  ],  62.50%, loss=0.1511, total=48.8469
Train[13/20]: 321/512, [===============================>                  ],  62.70%, loss=0.1732, total=49.0201
Train[13/20]: 322/512, [===============================>                  ],  62.89%, loss=0.1514, total=49.1715
Train[13/20]: 323/512, [===============================>                  ],  63.09%, loss=0.1640, total=49.3355
Train[13/20]: 324/512, [===============================>                  ],  63.28%, loss=0.1605, total=49.4959
Train[13/20]: 325/512, [===============================>                  ],  63.48%, loss=0.1389, total=49.6349
Train[13/20]: 326/512, [===============================>                  ],  63.67%, loss=0.1669, total=49.8018
Train[13/20]: 327/512, [===============================>                  ],  63.87%, loss=0.1746, total=49.9764
Train[13/20]: 328/512, [================================>                 ],  64.06%, loss=0.1563, total=50.1327
Train[13/20]: 329/512, [================================>                 ],  64.26%, loss=0.1663, total=50.2990
Train[13/20]: 330/512, [================================>                 ],  64.45%, loss=0.1590, total=50.4580
Train[13/20]: 331/512, [================================>                 ],  64.65%, loss=0.1562, total=50.6141
Train[13/20]: 332/512, [================================>                 ],  64.84%, loss=0.1557, total=50.7698
Train[13/20]: 333/512, [================================>                 ],  65.04%, loss=0.1457, total=50.9155
Train[13/20]: 334/512, [================================>                 ],  65.23%, loss=0.1593, total=51.0748
Train[13/20]: 335/512, [================================>                 ],  65.43%, loss=0.1466, total=51.2213
Train[13/20]: 336/512, [================================>                 ],  65.62%, loss=0.1523, total=51.3737
Train[13/20]: 337/512, [================================>                 ],  65.82%, loss=0.1452, total=51.5189
Train[13/20]: 338/512, [=================================>                ],  66.02%, loss=0.1522, total=51.6710
Train[13/20]: 339/512, [=================================>                ],  66.21%, loss=0.1441, total=51.8152
Train[13/20]: 340/512, [=================================>                ],  66.41%, loss=0.1764, total=51.9916
Train[13/20]: 341/512, [=================================>                ],  66.60%, loss=0.1605, total=52.1521
Train[13/20]: 342/512, [=================================>                ],  66.80%, loss=0.1513, total=52.3034
Train[13/20]: 343/512, [=================================>                ],  66.99%, loss=0.1551, total=52.4585
Train[13/20]: 344/512, [=================================>                ],  67.19%, loss=0.1482, total=52.6067
Train[13/20]: 345/512, [=================================>                ],  67.38%, loss=0.1341, total=52.7407
Train[13/20]: 346/512, [=================================>                ],  67.58%, loss=0.1629, total=52.9036
Train[13/20]: 347/512, [=================================>                ],  67.77%, loss=0.1639, total=53.0675
Train[13/20]: 348/512, [=================================>                ],  67.97%, loss=0.1352, total=53.2027
Train[13/20]: 349/512, [==================================>               ],  68.16%, loss=0.1498, total=53.3525
Train[13/20]: 350/512, [==================================>               ],  68.36%, loss=0.1325, total=53.4849
Train[13/20]: 351/512, [==================================>               ],  68.55%, loss=0.1539, total=53.6388
Train[13/20]: 352/512, [==================================>               ],  68.75%, loss=0.1504, total=53.7892
Train[13/20]: 353/512, [==================================>               ],  68.95%, loss=0.1353, total=53.9245
Train[13/20]: 354/512, [==================================>               ],  69.14%, loss=0.1389, total=54.0634
Train[13/20]: 355/512, [==================================>               ],  69.34%, loss=0.1470, total=54.2103
Train[13/20]: 356/512, [==================================>               ],  69.53%, loss=0.1429, total=54.3532
Train[13/20]: 357/512, [==================================>               ],  69.73%, loss=0.1590, total=54.5122
Train[13/20]: 358/512, [==================================>               ],  69.92%, loss=0.1568, total=54.6690
Train[13/20]: 359/512, [===================================>              ],  70.12%, loss=0.1687, total=54.8377
Train[13/20]: 360/512, [===================================>              ],  70.31%, loss=0.1182, total=54.9559
Train[13/20]: 361/512, [===================================>              ],  70.51%, loss=0.1457, total=55.1016
Train[13/20]: 362/512, [===================================>              ],  70.70%, loss=0.1577, total=55.2594
Train[13/20]: 363/512, [===================================>              ],  70.90%, loss=0.1643, total=55.4237
Train[13/20]: 364/512, [===================================>              ],  71.09%, loss=0.1506, total=55.5743
Train[13/20]: 365/512, [===================================>              ],  71.29%, loss=0.1585, total=55.7328
Train[13/20]: 366/512, [===================================>              ],  71.48%, loss=0.1248, total=55.8576
Train[13/20]: 367/512, [===================================>              ],  71.68%, loss=0.1344, total=55.9921
Train[13/20]: 368/512, [===================================>              ],  71.88%, loss=0.1257, total=56.1177
Train[13/20]: 369/512, [====================================>             ],  72.07%, loss=0.1638, total=56.2816
Train[13/20]: 370/512, [====================================>             ],  72.27%, loss=0.1678, total=56.4493
Train[13/20]: 371/512, [====================================>             ],  72.46%, loss=0.1452, total=56.5945
Train[13/20]: 372/512, [====================================>             ],  72.66%, loss=0.1463, total=56.7408
Train[13/20]: 373/512, [====================================>             ],  72.85%, loss=0.1384, total=56.8792
Train[13/20]: 374/512, [====================================>             ],  73.05%, loss=0.1539, total=57.0331
Train[13/20]: 375/512, [====================================>             ],  73.24%, loss=0.1147, total=57.1478
Train[13/20]: 376/512, [====================================>             ],  73.44%, loss=0.1718, total=57.3196
Train[13/20]: 377/512, [====================================>             ],  73.63%, loss=0.1411, total=57.4607
Train[13/20]: 378/512, [====================================>             ],  73.83%, loss=0.1514, total=57.6121
